col0,col1
Iraq,"2003 George W. Bush 2003, 2006, 2007, 2008 Barack Obama 2009 Donald Trump 2018"
Israel,"1974 Richard Nixon 1974 Jimmy Carter 1979 Bill Clinton 1994, 1995, 1996, 1998 George W. Bush  Barack Obama 2013, 2016 Donald Trump 2017  Joe Biden 2022, 2023"
Jordan,"1974 Richard Nixon 1974 Bill Clinton 1994, 1999 George W. Bush 2003, 2006 Barack Obama 2013"
Kuwait,1994 Bill Clinton 1994 George W. Bush 2008
Oman,2000 Bill Clinton 2000
Palestinian Authority,1998 Bill Clinton 1998 George W. Bush 2008 Barack Obama 2013 Donald Trump 2017  Joe Biden 2022
Qatar,2003 George W. Bush 2003
Saudi Arabia,"1974 Richard Nixon 1974 Jimmy Carter 1978 George H. W. Bush 1990, 1992 Bill Clinton 1994 George W. Bush  Barack Obama 2009, 2014, 2015, 2016 Donald Trump 2017  Joe Biden 2022"
Syria,1974 Richard Nixon 1974 Bill Clinton 1994
Turkey,"1959 Dwight Eisenhower 1959 George H. W. Bush 1991 Bill Clinton 1999 George W. Bush 2004 Barack Obama 2009, 2015"
United Arab Emirates,2008 George W. Bush 2008
Belarus,1994 Bill Clinton 1994
Bulgaria,1999 Bill Clinton 1999 George W. Bush 2007
Czech Republic,"1994 Bill Clinton 1994 George W. Bush 2002, 2007 Barack Obama 2009, 2010"
Czechoslovakia,1990 George H. W. Bush 1990
Hungary,"1989 George H. W. Bush 1989 Bill Clinton 1994, 1996 George W. Bush 2006"
Poland,"1972 Richard Nixon 1972 Gerald Ford 1975 Jimmy Carter 1977 George H. W. Bush 1989, 1992 Bill Clinton 1994, 1997 George W. Bush 2001, 2003, 2007 Barack Obama 2011, 2014, 2016 Donald Trump 2017 Joe Biden 2022, 2023"
Romania,"1969 Richard Nixon 1969 Gerald Ford 1975 Bill Clinton 1997 George W. Bush 2002, 2008"
Russia,"1993 George H. W. Bush 1993 Bill Clinton 1994, 1995, 1996, 1998, 2000 George W. Bush  2003, 2005,  2008 Barack Obama 2009, 2013"
Slovakia,2005 George W. Bush 2005
Soviet Union,"1945 Franklin D. Roosevelt 1945 Richard Nixon 1972, 1974 Gerald Ford 1974 Ronald Reagan 1988 George H. W. Bush 1991"
Ukraine,"1994 Bill Clinton 1994, 1995, 2000 George W. Bush 2008 Joe Biden 2023"
Denmark,1997 Bill Clinton 1997 George W. Bush 2005 Barack Obama
Estonia,2006 George W. Bush 2006 Barack Obama 2014
Finland,"1975 Gerald Ford 1975 Ronald Reagan 1988 George H. W. Bush 1990, 1992 Bill Clinton 1997 Donald Trump 2018 Joe Biden 2023"
Iceland,1973 Richard Nixon 1973 Ronald Reagan 1986
Latvia,"1994 Bill Clinton 1994 George W. Bush 2005, 2006"
Lithuania,2002 George W. Bush 2002 Joe Biden 2023
Norway,1999 Bill Clinton 1999 Barack Obama 2009
Sweden,2001 George W. Bush 2001 Barack Obama 2013
Albania,2007 George W. Bush 2007
Bosnia and Herzegovina,"1996 Bill Clinton 1996, 1997, 1999"
Croatia,1996 Bill Clinton 1996 George W. Bush 2008
Greece,1959 Dwight Eisenhower 1959 George H. W. Bush 1991 Bill Clinton 1999 Barack Obama 2016
Italy,"1919 Woodrow Wilson 1919 Franklin D. Roosevelt 1943 Dwight Eisenhower 1959 John F. Kennedy 1963 Lyndon Johnson 1967 Richard Nixon 1969, 1970 Gerald Ford 1975 Jimmy Carter 1980 Ronald Reagan 1982, 1987 George H. W. Bush 1989, 1991 Bill Clinton  1996, 1997,  2000 George W. Bush 2001, 2002, 2004, 2005, 2007, 2008 Barack Obama 2009, 2014 Donald Trump  Joe Biden 2021, 2024"
Kosovo,1999 Bill Clinton 1999 George W. Bush 2001
Macedonia,1999 Bill Clinton 1999
Malta,"1943 Franklin D. Roosevelt 1943, 1945 George H. W. Bush 1989"
Portugal,"1960 Dwight Eisenhower 1960 Richard Nixon 1971, 1974 Jimmy Carter 1980 Ronald Reagan 1985 Bill Clinton 2000 George W. Bush 2003 Barack Obama 2010, 2016"
Slovenia,"1999 Bill Clinton 1999 George W. Bush 2001, 2008"
Spain,"1959 Dwight Eisenhower 1959 Richard Nixon 1970 Gerald Ford 1975 Jimmy Carter 1980 Ronald Reagan 1985 George H. W. Bush 1991 Bill Clinton 1995, 1997 George W. Bush 2001 Barack Obama 2016 Joe Biden 2022"
Vatican City,"1919 Woodrow Wilson 1919 Dwight Eisenhower 1959 John F. Kennedy 1963 Lyndon Johnson 1967 Richard Nixon 1969, 1970 Gerald Ford 1975 Jimmy Carter 1980 Ronald Reagan 1982, 1987 George H. W. Bush 1989, 1991 Bill Clinton 1994 George W. Bush 2002, 2004, 2005, 2007, 2008 Barack Obama 2009, 2014 Donald Trump 2017 Joe Biden 2021"
Yugoslavia,1970 Richard Nixon 1970 Gerald Ford 1975 Jimmy Carter 1980
Austria,"1961 John F. Kennedy 1961 Richard Nixon 1972, 1974 Gerald Ford 1975 Jimmy Carter 1979 George W. Bush 2006"
Belgium,"1919 Woodrow Wilson 1919 Harry Truman 1945 Richard Nixon 1969, 1974 Gerald Ford 1975 Jimmy Carter 1978 Ronald Reagan 1985, 1988 George H. W. Bush  Bill Clinton 1994, 1999 George W. Bush 2001, 2005 Barack Obama  Donald Trump 2017, 2018 Joe Biden 2021, 2022"
France,"1919 Woodrow Wilson   Dwight Eisenhower 1957,  1960 John F. Kennedy 1961 Richard Nixon 1969, 1970, 1974 Gerald Ford 1975 Jimmy Carter 1978 Ronald Reagan 1982, 1984, 1985 George H. W. Bush 1989, 1990, 1991, 1993 Bill Clinton 1994, 1995, 1996, 1997, 1999 George W. Bush 2002, 2003, 2004, 2008 Barack Obama   2014, 2015 Donald Trump 2017, 2018,  Joe Biden 2024"
Germany,"1945 Harry Truman 1945 Dwight Eisenhower 1959 John F. Kennedy 1963 Lyndon Johnson 1967 Richard Nixon 1969 Gerald Ford 1975 Jimmy Carter 1978 Ronald Reagan 1982, 1985, 1987 George H. W. Bush 1989, 1990, 1992 Bill Clinton 1994, 1995, 1998,  2000 George W. Bush 2002, 2005, 2006, 2007, 2008 Barack Obama  2013, 2015,  Donald Trump 2017, 2018 Joe Biden 2022,"
Ireland,"1963 John F. Kennedy 1963 Richard Nixon 1970 Ronald Reagan 1984 Bill Clinton 1995, 1998, 2000 George W. Bush 2004, 2006 Barack Obama 2011 Donald Trump  Joe Biden 2023"
Netherlands,"1989 George H. W. Bush 1989, 1991 Bill Clinton 1997 George W. Bush 2005 Barack Obama 2014"
Switzerland,"1955 Dwight Eisenhower 1955 Jimmy Carter 1977 Ronald Reagan 1985 George H. W. Bush 1990 Bill Clinton 1994, 1998, 1999,  Donald Trump 2018, 2020 Joe Biden 2021"
United Kingdom,"1918 Woodrow Wilson 1918 Harry Truman 1945 Dwight Eisenhower  John F. Kennedy 1961, 1963 Richard Nixon  1970 Jimmy Carter 1977 Ronald Reagan 1982, 1984, 1988 George H. W. Bush 1989, 1990, 1991 Bill Clinton  1995, 1997,  2000 George W. Bush 2001,  2005, 2008 Barack Obama 2009, 2011, 2013, 2014, 2016 Donald Trump 2018,  Joe Biden"
Australia,"1966 Lyndon Johnson 1966, 1967 George H. W. Bush 1991 Bill Clinton 1996 George W. Bush 2003, 2007 Barack Obama 2011, 2014"
New Zealand,1966 Lyndon Johnson 1966 Bill Clinton 1999
Source:,Source:
