col0,col1
Kangan,"Sana, Shaan, Ahmad Butt, Jan Rambo"
Lahori Shehzadey,"Sana, Shaan, Saud, Veena Malik"
Mahi Aawe Ga,"Sana, Shahid Khan, Babrak Shah"
Majajan,"Shaan, Saima, Madiha Shah"
Pappu Badmasha Da,"Saima, Shaan"
Pappu Gujjar,"Saima, Shaan, Moamar Rana, Meera"
Qaidi Yaar,"Saima, Shaan, Babar Ali"
Sharif Gujjar,"Sana, Shaan, Saud, Saima Khan"
Yaar Badmash,"Saima, Shaan, Saud, Babar Ali"
Achhu Lahoria,"Nargis, Shaan, Saud, Shafqat Cheema"
Ajj Da Badmash,"Saima, Shaan, Tariq Shah, Shafqat"
Bala Badmash,"Saima, Shaan, Moamar Rana, Shafqat"
Billo 302,"Nargis, Shaan, Babar Ali, Jan Rambo"
Ghunda No. 1,"Saima, Shaan, Nida Chodhary"
Ghundi Ran,"Nargis, Shaan, Naghma, Sajna"
Manga Gujjar,"Saima, Shaan, Moamar Rana, Shafqat"
Mohabbataan Sachiyaan,"Veena Malik, Babrak Shah, Adnan Khan, Maria Khan"
Murshid Badshah,"Sana, Haidar Sultan, Arbaz Khan, Shafqat"
Nasha Jawani Da,"Saima, Shaan, Sana, Shafqat Cheema"
Puttar Hamayun Gujjar Da,"Nargis, Shaan, Mustafa Qureshi"
Puttar Shahiye Da,"Sana, Shaan, Saud, Saima Khan"
Suha Jora,"Nargis, Shaan, Shafqat Cheema"
Wehshi Rajput,"Nargis, Shaan, Shafqat Cheema"
Chan Badshah,"Saima, Moammar Rana, Nirma, Babar Ali, Arbaaz Khan"
Zil-e-Shah,"Shaan, Saima, Noor"
