col0,col1,col2
Barack Obama,"Tel Aviv, Jerusalem","Met with President Shimon Peres and Prime Minister Benjamin Netanyahu. Visited the Shrine of the Book and Yad Vashem, and spoke to students at the International Convention Center."
Barack Obama,"Ramallah, Al-Bireh, Bethlehem",Met with President Mahmoud Abbas. Visited the Church of the Nativity.
Barack Obama,"Amman, Petra",Met with King Abdullah II.
Barack Obama,Riyadh,"Met with King Abdullah. Statement by the Press Secretary on the President’s Travel to the Kingdom of Saudi Arabia in March 2014. whitehouse.gov. February 3, 2014."
Barack Obama,Riyadh,Met with the newly appointed King Salman. Also paid respects to the late King Abdullah.
Barack Obama,Antalya,"Attended the G-20 Summit Meeting.   also met with President Recep Tayyip Erdoğan, King Salman of Saudi Arabia and Russian President Vladimir Putin."
Barack Obama,Riyadh,Official visit. Met with King Salman. Attended a summit meeting with the Gulf Cooperation Council.
Barack Obama,Jerusalem,Attended the state funeral of former President Shimon Peres.
Donald Trump,Riyadh,Met with King Salman. Participated in the 2017 Riyadh Summit
Donald Trump,Jerusalem,Met with President Reuven Rivlin and Prime Minister Benjamin Netanyahu.
Donald Trump,Bethlehem,Met with Palestinian President Mahmoud Abbas.
Donald Trump,Al Asad Air Base,Visited with U.S military personnel serving in Western Iraq.
Joe Biden,Jerusalem,Met with President Isaac Herzog and Prime Minister Yair Lapid.
Joe Biden,Bethlehem,Met with Palestinian President Mahmoud Abbas.
Joe Biden,Jeddah,Met with King Salman and Crown Prince Mohammed bin Salman. Participated in the GCC+3 Summit.
