col0,col1,col2,col3
Mediolanum Santonum,Saintes,France,cited in Humphrey;  no online circus-specific information found.
Vienna,Vienne,France,"Cited in Humphrey;  the only remaining feature is a monumental arched structure topped by a tall, narrow, pyramid; this structure was on the spina."
Augusta Treverorum,Trier,Germany,"Cited in Humphrey;  location; 
[Augusta Treverorum] satellite photo from LIVIUS Articles on Ancient History | Germania Inferior | Topography | Augusta Treverorum (Trier) | Trier: Circus.
 
[Augusta Treverorum] Wikimapia location: Augusta Treverorum Roman circus.
  plan of Roman town 
[Augusta Treverorum] Archäologie in Trier (in German) from Universität Trier | Organisation | Fachbereiche und Fächer | Fachbereich III  | Klassische Archäologie | Was | Archäologie in Trier.
  showing location of circus; length: c450m. 
[Augusta Treverorum] Trier: Circus at LIVIUS Articles on Ancient History | Germania Inferior | Topography | Augusta Treverorum (Trier)."
Corinth (Colonia Iulia Flavia Augusta Corinthiensis),Corinth,Greece,"discussion about the evidence for a circus; 
[Corinth] A Roman Circus in Corinth at History journals - Hesperia, paper reference: David Gilman Romano, A Roman Circus in Corinth, in Hesperia 74, 2005, pp. 585-611.
  plan showing the hypothesised location of the circus 
[Corinth] Figure 11. Roman Corinth, ca. A.D. 50, and a portion of the land divided between the long walls illustrating the north-south roadways. from Corinth Computer Project | Greek and Roman Corinth | 44 BC - Colonia Laus Iulia Corinthiensis (Figure 11).
  and; 
[Corinth] Figure 11. Roman Corinth, ca. A.D. 50, and a portion of the land divided between the long walls illustrating the north-south roadways from Corinth Computer Project | Greek and Roman Corinth | Colonia Laus Iulia Corinthiensis, 44 BC (Figure 11).
  hypothesised and partially excavated location. 
[Corinth] Wikimapia location: Corinth Roman circus (hypothesised and partially excavated location)."
"Gortyn, Gortys or Gortyna",Agioi Deka (c1.5 km),Greece,"cited in Chase;  archaeological city plan; [Gortyn] Map of Gortyn (Gortina - Planta Archaeologica Dela Citta) at romanaqueducts.info | Roman Aqueducts  | AQUASITE: Information on 50 selected Roman aqueducts | Gortyn(a) (Greece / Crete).  visible track length: c375m; 
[Gortyn] Wikimapia location: Gortyn Roman circus.
  visible track width: c50m;  U-shaped plan form clearly visible; space 30% open agricultural land, 70% covered by orchard trees."
Nicopolis,Preveza (c7km),Greece,"referred to as a stadium; 
[Nicopolis] Wikimapia location: Nicopolis Roman circus.
  very small for a circus; visible track length: c215m;  visible track width: c20m;  double-U-shaped plan form with both rounded ends clearly visible; the space is unoccupied by any modern structures."
Thessalonica,Thessaloniki,Greece,"location 
[Thessalonica] Wikimapia location: Thessalonica Roman circus.
  (the circus is marked 'Ancient Hippodrome'); archaeological map of historical centre of town, 
[Thessalonica] archaeological map of walled historical centre of Thessalonica.
  showing location of hippodrome/circus (in Greek; hippodrome = Ιππόδρομος); approximate length inferred from  and:  c525m."
Rhodes,Rhodes,Greece,
Caesarea Maritima (coastal),Caesarea,Israel,"cited in Humphrey;  referred to as a hippodrome; 
[Caesarea Maritima] The Circus | Caesarea at circusmaximus.us.
  on the coast; parallel to the coast; visible track length: c290m; 
[Caesarea Maritima (coastal)] Wikimapia location: Caesarea Maritima Roman circus (coastal).
  visible track width: c45m;  U-shaped plan form clearly visible; structure substantially complete; few modern structures constructed within the space."
Caesarea Maritima (inland),Caesarea,Israel,"c1km inland from the coast; visible track length: c410m; 
[Caesarea Maritima (inland)] Wikimapia location: Caesarea Maritima Roman circus (inland).
  visible track width: c80m;  form substantially visible; apparently U-shaped; the space is unoccupied by any modern structures."
Aquileia,Aquileia,Italy,"cited in Humphrey;  location; 
[Aquileia] The Circus | Aquileia at circusmaximus.us.
  track length measured from location information: c460m; [Aquileia] Wikimapia location: Aquileia Roman circus.
  track width measured from location information: c80m."
Bovillae,"Marino, Lazio",Italy,"cited in Humphrey;  ; 
[Bovillae] L'antica Bovillae | Il Circo di Bovillae  at parcodibovillae.org | PROTEZIONE DELL'AREA DELL'ANTICA BOVILLAE .
  information and photos in English; 
[Bovillae] English page | The Roman stadium of Boville at parcodibovillae.org | PROTEZIONE DELL'AREA DELL'ANTICA BOVILLAE .
  (track?) length: 328.50m;  (track?) width: 60m;  location centred on the only visible remains - three stone arches 
[Bovillae] Wikimapia location: Bovillae Roman circus.
  (part of the carceres)."
Mediolanum,Milan,Italy,"Cited in Chase;  location; 
[Mediolanum] The Circus | Milan at circusmaximus.us.
 
[Mediolanum] Wikimapia location: Mediolanum Roman circus.
  track length: 460m; 
[Mediolanum] J.H.Humphrey, Roman Circuses, Londra 1986, p.614.  track width: 67/68m;  the principal visible remains are a tower at the north western corner of the circus; 
[Mediolanum] Wikimapia location: Milan Roman circus (tower at the north western corner).
  the main body of the circus lay SSE of this tower."
Roma     Circus Flaminius,Rome,Italy,"Cited in Humphrey;  it is not entirely clear whether this 'structure' was, in fact, a circus or stadium of the form of the others in this list; Wikimapia location; 
[Circus Flaminius] Wikimapia location: Circus Flaminius, Rome.
  estimates of size are: length 260-500 m, 
[Circus Flaminius] Circus Flaminius.
 
[Circus Flaminius] Circus Flaminius - Samuel Ball Platner, 1929, via http://penelope.uchicago.edu/ at the University of Chicago.
  width 100m."
"Roma     Circus of Maxentius, a.k.a. Circus of Caracalla",Rome,Italy,"Visible track length: c490m; 
[Circus of Maxentius] Wikimapia location: Circus of Maxentius, Rome.
  visible track width: c80m;  form clearly visible; U-shaped; the space is unoccupied by any modern structures; many parts of the structure are visible."
Roma     Circus Maximus,Rome,Italy,"Track length: c621m; 
[Circus Maximus] Circus Maximus#Republican era.
  track width: c150m;  form substantially visible; U-shaped; the space is practically unoccupied by any modern structures; only a few parts of the structure are visible or remain."
"Roma     Circus of Nero, a.k.a. Circus of Caligula, or Vatican Circus",Rome,Italy,"Cited in Humphrey;  location just to the south of St. Peter's Basilica well established, though exact position and orientation unknown; the only surviving remains are the obelisk which was brought from Egypt to adorn the spina in 37 AD; 
[Circus of Nero] Wikimapia location: Circus of Nero (location of the spina obelisk until 1586).
  the obelisk was moved to its current location in Saint Peter's Square in 1586. 
[Circus of Nero] Wikimapia location: Circus of Nero (location of the obelisk since 1586)."
Roma     Circus Varianus; :it:Circo Variano,Rome,Italy,"Cited in Humphrey;  Wikimapia location; 
[Circus Varianus] Wikimapia location: Circus Varianus, Rome.
  length: 565m; 
[Circus Varianus] Circo Variano at Italian Wikipedia.
  width: 125m."
Gadara,Umm Qais,Jordan,"Cited in Humphrey;  a German language archaeological site map of Gadara [Gadara] Gadara (Umm Quais) Topographische Bestandkarte 2007 (archaeological site map)  from Research projects | geographical order | Gadara/Umm Qais (Jordanien)  at Deutsches Archäologisches Institut (DAI) .  indicates a location for what is described as a hippodrome. 
[Gadara] Wikimapia location: Gadara hippodrome."
Gerasa,Jerash,Jordan,"cited in Humphrey;  visible track length: c245m; 
[Gerasa] Wikimapia location: Gerasa Roman circus.
  visible track width: c50m;  form clearly visible; U-shaped; the space is unoccupied by any modern structures; a great deal of the structure still stands."
Colonia Iulia Augusta Felix Berytus     Beirut Hippodrome,Beirut,Lebanon,"cited in Humphrey;  the location is of the archaeological site of the Beirut Hippodrome as given on Wikimapia; 
[Berytus] Wikimapia location: Colonia Iulia Augusta Felix Berytus Roman hippodrome.
  this may, or may not, be the same structure as the circus."
Tyre Hippodrome,Tyre,Lebanon,"cited in Humphrey;  visible track length: c435m; 
[Tyrus] Wikimapia location: Tyrus Roman circus.
  visible track width: c80m;  form clearly visible; U-shaped; the space is unoccupied by any modern structures; a great deal of the structure is still visible."
Cyrene,Shahhat,Libya,"cited in Humphrey;  visible track length: c300m?; 
[Cyrene] Wikimapia location: Cyrene Roman circus.
 
[Cyrene] The Circus | Circus at Cyrene at circusmaximus.us.
  visible track width: c45m;  form reasonably visible; U-shaped; the space is unoccupied by any modern structures; little of the structure is still visible; sometimes referred to as a hippodrome."
Leptis Magna,Khoms OR Al Khums (c3km),Libya,"cited in Humphrey;  located both on and parallel to the sea shore; visible track length: c445m; 
[Leptis Magna] Wikimapia location: Leptis Magna Roman circus.
  visible track width: c75m;  form clearly visible; U-shaped; the space is unoccupied by any modern structures; some of the structure is still visible."
Aeminium,Coimbra,Portugal,"believed to have existed, but unconfirmed; archaeological information about the Roman town; 
[Aeminium] Aeminium at Museu Nacional de Machado de Castro  | English Version.
 
[Aeminium] Aeminium  (in Portuguese), at Museu Nacional de Machado de Castro | Mini-Sítios.
  reference to a suggested location for the circus (Praça do Comércio); suggested location. 
[Aeminium] Wikimapia location: suggested location for Aeminium Roman circus."
Balsa,Tavira,Portugal,"cited in Humphrey;  the location is approximately that indicated conjecturally, though with considerable certainty, at; 
[Balsa] O Urbanismo de Balsa Romana (from 8:50; dimensions given at 9:11) at Campo Arqueológico de Tavira.
  that site states the topographic marks of [the circus] permit a reasonably rigorous survey; length: c375m;  width: c80m."
Miróbriga,Santiago do Cacém (c2km),Portugal,"cited in Chase;  visible track length: c330m; 
[Miróbriga] Wikimapia location: Miróbriga Roman circus.
  visible track width: c70m;  form clearly visible; U-shaped; the space is unoccupied by any modern structures; little of the structure is still visible."
Olissipona,Lisbon,Portugal,"in what is today the 'Rossio'; an account (in Portuguese) of excavations which uncovered a section of the spina of the circus can be found at. 
[Olissipona] A Cronologia do Circo de Olisipo by IPPAR (now IGESPAR); published as: Revista Portuguesa de Arqueologia. volume 5. número 2. 2002, pp 245-275, A Cronologia do Circo de Olisipo: a Terra Sigillata, Eurico Sepúlveda and others."
Sirmium,Sremska Mitrovica,Serbia,"cited in Humphrey;  the location is a close approximation based on information at; 
[Sirmium] archaeological plan of Roman Sirmium from Sirmium Palatium Imperiale at Carska Palata Sirmium.
  length: c450m; 
[Sirmium] Sirmium#Archeological findings.
  width: c150m;  the structure lies buried some 2-4 m under the current town centre, just to the north of the partially excavated palace; only very small sections have been excavated."
Calagurris,Calahorra,Spain,"cited in Humphrey;  the circus lies under the pedestrian thoroughfare 'Paseo Del Mercadal'; 
[Calagurris] Cidade | Turismo | Monumentos | Arqueología Romana at Ayuntamiento de Calahorra .
  length c300-350m. 
[Calagurris] Wikimapia location: Calagurris Roman circus."
Cáparra,Capera,Spain,"cited in Humphrey;  the location, from Wikimapia 
[Cáparra] Wikimapia location: Cáparra Roman circus.
  and Spanish Wikipedia 
[Cáparra] Cáparra at Spanish Wikipedia.
  is of the ruins of the Roman city only; there is no indication of the location of the circus."
Corduba,Córdoba,Spain,"location from Wikimapia and others; 
[Corduba] Wikimapia location: Corduba Roman circus.
 
[Corduba] Cordoba Roman circus   at Artencordoba.com | Roman Córdoba  (see also: plan of Roman Cordoba ; and: detailed location map of the circus).
  length: c370m;  entirely buried under the existing city centre; virtually no remains visible."
Emerita Augusta     Circus Maximus (Mérida),Mérida,Spain,"Cited in Humphrey;  visible track length: c400m; 
[Emerita Augusta] Wikimapia location: Emerita Augusta Roman circus.
  visible track width: c85m;  form clearly visible; U-shaped but without the distinctive slanted 'flat' carceres end seen in many other circuses; instead the 'flat' end is slightly rounded; the space is unoccupied by any modern structures; much of the structure is still visible."
Italica,Santiponce,Spain,"cited in Humphrey;  very approximate location; 
[Italica] Roman sites by list | Spain | Italica at Imperium Roman sites.
  the circus lies under the centre of the existing old town of Santiponce; nothing is visible; note that the very large amphitheatre at Italica is sometimes referred to as a circus."
Saguntum,Sagunto,Spain,"cited in Humphrey;  the location of the circus has been confirmed by the excavation, and preservation, of a gate to the circus; 
[Saguntum] Wikimapia location: Saguntum Roman circus.
 
[Saguntum] Roman sites by list | Spain | Sagunto at Imperium Roman sites.
  the circus lies buried under the existing town; only the gate is visible; 
[Saguntum] Wikimapia location: Saguntum Roman circus (excavated gate).
  length: c350m; 
[Saguntum] Wikimapia location: Saguntum Roman circus (information, including dimensions, in Spanish).
  width: c73m."
Tarraco,Tarragona,Spain,"cited in Humphrey;  most of the circus lies buried under the existing town; a substantial part of the curved eastern end, and part of the south-western side, are visible; track length: c290m; 
[Tarraco] Roman Art | Public Spectacles architecture | Circus of Tarraco in Tarragona | Roman Circus of Tarraco, at Tarragona at SpanishArts.com.
  track width: c75m."
Toletum,Toledo,Spain,"Cited in Humphrey;  between a third and a half of the circus, including the round end, is partially visible; the remainder of the circus, has either been obliterated, or lies under modern constructions; suggested length: c430m; 
[Toletum] The Circus | Toledo  at circusmaximus.us.
 
[Toletum] Wikimapia location: Toletum Roman circus.
  visible width: c75m. 
[Toletum] Wikimapia location: Toletum Roman circus (curved end)."
,Zafra,Spain,"cited in Humphrey;  there appears to be significant uncertainty about the status, and even name, of Zafra in the Roman era; 
[Zafra] Zafra#Roman era (article accessed: 2012-03-01).
  the town appears to have no significant Roman remains other than those of some 20 Roman villas in the surrounding area;  no online circus-specific information found."
Nova Trajana Bostra,Bosra Eski Sham OR Busra Eski Şam OR Busra ash-Sham,Syria,"cited in Humphrey;  French maps of Roman Bosra showing the location of the circus (or hippodrome); 
[Bostra] Plan de l'Ancienne Ville de Bosra montrant l'emplacement de tous les monuments connus. B&W, 37 x 25 cm, scale by approximation ~ 1:6,100. Shows in red the boundaries of the site at UNESCO | Ancient City of Bosra.
 
[Bostra] Plan de Bosra (circus identified as a hippodrome) from In-Depth History | Plan of the City | Plan of the City at Bosracity.com | English.
  visible track length: c430m; 
[Bostra] Wikimapia location: Nova Trajana Bostra Roman circus.
  visible track width: c110m;  form clearly visible; U-shaped; the space is virtually unoccupied by any modern structures; much of the structure still stands."
Laodicea ad Mare,Latakia,Syria,cited in Humphrey;  no online circus-specific information found.
"Abthugni 
[Abthugni]+[Commodum (as: Mun. Aur. Comm.)] map from DocArtis | Progetti | TUNISIA: Projet de gestion du patrimoine culturel | Bibliografie | B0000018 | Pflaum H. G., Romanisation de l'ancien territoire de la Carthage punique; The full article and map can be found from: Pflaum H. G., Romanisation de l'ancien territoire de la Carthage punique - in Antiquités africaines, 4, 1970. pp. 75-118. (the full map is on the last page; a high resolution version of the complete map may be obtained by using the scaling facilities of the site to enlarge the map, and then saving the resulting image).
 
[Abthugni] Barrington Atlas of the Greek and Roman World, Edited by Richard J. A. Talbert, Map 32 Carthago; textual directory to map available from: http://press.princeton.edu/B_ATLAS.ZIP | BATL032_.PDF  (reference to Abthugni and Henchir-es-Souar on directory page 494 (PDF page 2)).",Henchir Souar OR Henchir Esch Schorr OR Henchir es Souar,Tunisia,"cited in Humphrey;  coordinates of place;  location of place on topographic map 
[Abthugni (as: 'Ruins' at ref: NJ 32-15/510322)]+[Commodum (as: 'Henchir Boucha (ruins)' at ref: NJ 32-15/498358)] on map: NJ 32-15 Tunis, Tunisia from Perry-Castañeda Library Map Collection | Tunisia Maps | Algeria, Morocco and Tunisia, Joint Operations Graphic 1:250,000.
  (ref: NJ 32-15/510322); references to Henchir Souar; 
[Abthugni] ZAGHOUAN (search for 'A00030'), from Docartis | Tunisia | Patrimonio archeologico e storico | Siti complessi e monumenti | Gestion du patrimoine culturel de la Tunisie - Liste des monuments et décrets par gouvernorat (search for 'Zaghouan').
 
[Abthugni] Décret du 13 mars 1912 (24 rabia-el-aoual 1330), page 2 (search for 'Henchir Souar'), from
Docartis | Tunisia | Patrimonio archeologico e storico | Decreti di protezione | Liste Decrets (search for '14, Décret du 13 mars 1912 (24 rabia-el-aoual 1330)') | Décret du 13 mars 1912 (24 rabia-el-aoual 1330).
  aerial photograph of place 
[Abthugni] aerial photograph from Docartis | Tunisia | Fonti documentarie | Foto aeree  | PHOTOS AERIENNES (search for 'Henchir Souar, A00030').
  confirms coordinates reference; topographic features on aerial photograph match with; 
[Abthugni] Wikimapia location: Henchir Souar.
  no online circus-specific information found."
Carthago     Circus of Carthage,Carthage,Tunisia,"Cited in Humphrey;  location; 
[Carthago] The Circus | Carthage Circus at circusmaximus.us.
  length: c500m; 
[Carthago] Wikimapia location: Carthago Roman circus.
  width: c90m;  U-shaped; very little remains visible; partly occupied by modern constructions."
Commodum OR Municipium Aurelium Commodum,Henchir Bou Cha or Henchir Fraxine,Tunisia,"cited in Humphrey;  archaeological document of Tunisian government 
[Commodum] site no. 028.113, Henchir Fraxine/Henchir Bou Cha (anc. Municipium Aurelium Commodum) (doc page: 98; PDF page: 99)(gives UTM coordinates: 358,900N; 498,350E = approx: 36 deg 32' N, 9 deg 53' E) from Institut National du Patrimoine Tunisie | Archaeological Map | Carte National des Sites Arqueologiques e des Monuments Historiques | Bir Mcherga 028 | Cahier BIR MCHERGA 028. 
  ; location of place on topographic map  (ref: NJ 32-15/498358); no online circus-specific information found."
Hadrumetum OR Colonia Concordia Ulpia Trajana Augusta Frugifera Hadrumetina,Sousse,Tunisia,"cited in Humphrey;  probable location 
[Hadrumetum] Wikimapia location: Sousse Roman circus (probable location).
  based on information in 1903 documents 
[Hadrumetum] Sousse Archaeological Bulletin (especially PDF pages: 16, 17, 19, 204, 239, 410) SOCIÉTÉ ARCHÉOLOGIQUE DE SOUSSE, Assemblée générale du 29 Février 1903, Extraits des procès-verbaux des réunions. etc., from Institut National du Patrimoine Tunisie / National Heritage Institute (INP) | Digital Library | Sousse Archaeological Bulletin (near bottom of page). 
  , reinforced by an undated aerial photograph; 
[Hadrumetum] aerial photograph of Sousse from DocArtis | Progetti | TUNISIA: Projet de gestion du patrimoine culturel | Fonti documentarie | Foto aeree | PHOTOS AERIENNES | Sousse ville. | A00219.
  visible length (as measured on Wikimapia based on cross-reference with aerial photograph): c350m or greater."
"Thugga OR Municipium Septimium Aurelium Liberum Thugga 
[Thugga] Dougga#Dougga's liberty.",Dougga,Tunisia,"cited in Chase;  approximate location, 
[Thugga] Wikimapia location: Thugga Roman circus (approximate location).
  on the north western edge of town, suggested (though not explicitly identified) on plan, 
[Thugga] Délimitation du site culturel de Dougga. A3. Scale by calculation ~ 1: 6,250. Shows boundaries and buffer zone of the World Heritage property from UNESCO - Culture - World Heritage Centre - The List - World Heritage List - Dougga / Thugga - Maps.
  and plan; 
[Thugga] THE GERMAN-TUNISIAN PROJECT AT DOUGGA FIRST RESULTS OF THE EXCAVATIONS SOUTH OF THE MAISON DU TRIFOLIUM (page 47).
  various lengths are referenced: c175m, 
[Thugga] PlanetWare.com > Africa and the Middle East > Tunisia > Tunisia Tourist Attractions > Dougga Tourist Attractions | Circus.
  393m; 
[Thugga] Dougga#Circus.
  the site is open agricultural land with no subsequent occupation."
Thysdrus,El Djem,Tunisia,"cited in Humphrey;  visible track length: c500m; 
[Thysdrus] Wikimapia location: Thysdrus Roman circus.
  visible track width: c70m;  form lightly visible; U-shaped; the space is unoccupied by any modern structures; little of the structure is still visible."
Utica,near Zana,Tunisia,"cited in Humphrey;  Tunisian archaeological site number: 007.157 (Utique; Henchir Bechateur; UTIKA); 
[Utica] Cahier Ghar el Melh (NO-SO) from Institut National du Patrimoine Tunisie | Archaeological Map | Carte National des Sites Arqueologiques e des Monuments Historiques | 007 Ghar el Melh.
  reference to circus; 
[Utica] Utica, Tunisia at British School at Rome - Accademia Britannica di Archeologia, Storia e Belle Arti - Research - Archaeology - Geophysics - Geophysics Projects (search for 'Utica, Tunisia').
  uncorroborated location; 
[Utica] Wikimapia location: Utica Roman circus (uncorroborated).
  more probable location 
[Utica] Wikimapia location: Utica Roman circus (probable).
  as indicated by the maps in 
[Utica] 'Survey and Excavation at Utica 2010' by Nabil Kallala, Elizabeth Fentress, Josephine Quinn, Andrew Wilson (maps on pages 11 and 12).
  confirms the given location; approximate length measured from the maps in:  280-300m."
Antioch     Circus of Antioch,Antakya,Turkey,"cited in Humphrey;  location (from 1930s aerial photograph); 
[Antioch] The Circus | Antioch at circusmaximus.us.
  map 
[Antioch] map Ancient City of Antioch  from a past exhibition at the Cleveland Museum of Art.
  of ancient Antioch 
[Antioch] Wikimapia location: ancient city of Antioch.
  showing the circus as a hippodrome; length: c490m; 
[Antioch] Wikimapia location: Antioch Roman hippodrome.
  width: c90m;  very little visible today; is more visible in a 1930s aerial photograph;  lightly over-built by modern structures and occupations."
Aphrodisias,Aphrodisias,Turkey,"Double-U-shaped; very substantially preserved; significantly smaller than other circuses; may be considered a stadium or hippodrome rather than a circus; visible track length: c220m; 
[Aphrodisias] Wikimapia location: Aphrodisias Roman circus/hippodrome/stadium.
  visible track width: 35m."
Byzantium     Hippodrome of Constantinople,Istanbul,Turkey,"Built under Septimius Severus; estimated length: c450m; 
[Byzantium] Hippodrome of Constantinople#History and use.
  estimated width: c130m;  other than some monuments from the spina, virtually none of the structure is visible today; it is believed much of the structure may lie buried some 2m below the current surface. 
[Byzantium] Hippodrome of Constantinople#The Hippodrome today."
Laodicea on the Lycus,Denizli (c6km),Turkey,"referred to as a stadium; double U-shaped and small; visible track length: c250m; 
[Laodicea on the Lycus] Wikimapia location: Laodicea on the Lycus Roman stadium or circus.
  visible track width: c40m;  form clearly visible; no visible spina; unoccupied by any subsequent construction."
Nicomedia,İzmit,Turkey,"cited in Humphrey;  general information on the archaeological remains of Nicomedia; 
[Nicomedia] The Princeton Encyclopedia of Classical Sites | NICOMEDIA NW Turkey at Perseus Digital Library | Collections/Texts | Perseus Collection | Greek and Roman Materials (search for 'The Princeton Encyclopedia of Classical Sites').
 
[Nicomedia] KocaeLi - information on historical remains at Izmit (ancient Nicomedia).
  Kocaeli municipal history, 
[Nicomedia] Kocaeli Metropolitan Municipality | History of Kocaeli.
  including a 19th-century map showing the location of the historic nucleus of the city (through history Kocaeli has been named successively: Olbia, Astakos, Nicomedia, Iznikmid, and Izmid or Izmit); no online circus-specific information found."
