col0,col1
Mária Bencsik,"Budapest, Hungary"
Anikó Ducza,"Budapest, Hungary"
Klára Förstner,"Budapest, Hungary"
Judit Füle,"Cegléd, Hungary"
Katalin Müller-Száll,"Budapest, Hungary"
Olga Tass,"Pécs, Hungary"
Ruth Abeles,"Haifa, Mandatory Palestine"
Ralli Ben-Yehuda,"Tel Aviv, Mandatory Palestine"
Miriam Kara,"Jerusalem, Mandatory Palestine"
Miranda Cicognani,"Forlì, Italy"
Rosella Cicognani,"Forlì, Italy"
Francesca Costa,"Lodi, Italy"
Elena Lagorara,"Sestri Ponente, Italy"
Gabriella Santarelli,"Forlì, Italy"
Wanda Soprani,"Forlì, Italy"
Ginko Abukawa-Chiba,"Akita Prefecture, Japan"
Kiyoko Ono,"Iwanuma, Japan"
Toshiko Shirasu-Aihara,"Mihara, Japan"
Kazuko Sogabe,"Kagawa Prefecture, Japan"
Keiko Tanaka-Ikeda,"Mihara, Japan"
Kimiko Tsukada,"Aichi Prefecture, Japan"
Liliane Becker,"Luxembourg City, Luxembourg"
Yvonne Stoffel-Wagener,"Esch-sur-Alzette, Luxembourg"
Nel Fritz,"Vlissingen, Netherlands"
Bep Ipenburg,"Zandvoort, Netherlands"
Lineke Majolee,"Heiloo, Netherlands"
Ria Meyburg,"Vlissingen, Netherlands"
Ria van Velsen,"Bodegraven, Netherlands"
Nel Wambach,"Rotterdam, Netherlands"
Brygida Dziuba,"Nowy Bytom, Poland"
Barbara Eustachiewicz,"Katowice, Poland"
Natalia Kot,"Siemianowice Śląskie, Poland"
Eryka Mondry-Kost,"Ruda Śląska, Poland"
Gizela Niedurny,"Nowy Bytom, Poland"
Danuta Nowak-Stachow,"Gdynia, Poland"
Maria Helena Cunha,"Paredes, Portugal"
Esbela da Fonseca,"Lisbon, Portugal"
Dália da Cunha-Sammer,"Lisbon, Portugal"
Atanasia Ionescu,"Ploiești, Romania"
Sonia Iovan,"Cluj-Napoca, Romania"
Elena Leușteanu,"Chernivtsi, Ukrainian SSR"
Elena Mărgărit,"Timișoara, Romania"
Uta Poreceanu,"Brașov, Romania"
Emilia Vătășoiu,"Câineni, Romania"
Antoinette Kuiters,"Schiedam, Netherlands"
Yu Myeong-ja,"Chungcheongnam, South Korea"
Polina Astakhova,"Zaporizhzhia, Ukrainian SSR"
Lidiya Ivanova,"Moscow, Russian SFSR"
Larisa Latynina,"Kherson, Ukrainian SSR"
Sofia Muratova,"Saint Petersburg, Russian SFSR"
Margarita Nikolaeva,"Ivanovo, Russian SFSR"
Tamara Zamotaylova,"Mishenka, Russian SFSR"
Elena Artamendi,"Barcelona, Spain"
Montserrat Artamendi,"Barcelona, Spain"
Rosa Balaguer,"Barcelona, Spain"
María Luisa Fernández,"Oviedo, Spain"
María del Carmen González,"Madrid, Spain"
Renata Müller,"Neunburg vorm Wald, Germany"
Lena Adler,"Gothenburg, Sweden"
Solveig Egman-Andersson,"Arvika, Sweden"
Monica Elfvin,"Gothenburg, Sweden"
Gerola Lindahl,"Stockholm, Sweden"
Ulla Lindström,"Huskvarna, Sweden"
Ewa Rydell,"Gothenburg, Sweden"
Doris Fuchs,"Villingen, Germany"
Muriel Grossfeld,"Speedway, Indiana"
Betty-Jean Maycock,"Cleveland, Ohio"
Teri Montefusco,"Peoria, Illinois"
Sharon Richardson,"Albion, Wisconsin"
Gail Sontgerath,"Dover, New Jersey"
Mirjana Bilić,"Bačka Topola, Yugoslavia"
Tereza Kočiš,"Sombor, Yugoslavia"
Nevenka Pogačnik,"Ljubljana, Yugoslavia"
