col0,col1
PS-117 Karachi West-II,Sheikh Abdullah
PS-118 Karachi West-III,Naseer Ahmed
PS-119 Karachi West-IV,Ali Khurshidi
PS-120 Karachi West-V,Mazahir Amir Khan
PS-121 Karachi West-VI,Syed Ejaz Ul Haque
PS-122 Karachi Central-I,Rehan Akram Mirza
PS-123 Karachi Central-II,Abdul Waseem
PS-124 Karachi Central-III,Abdul Basit
PS-125 Karachi Central-IV,Syed Adil Askari
PS-126 Karachi Central-V,Iftikhar Alam
PS-127 Karachi Central-VI,Muhammad Maaz Mehboob
PS-128 Karachi Central-VII,Taha Ahmed Khan
PS-130 Karachi Central-IX,Jamal Ahmed
