col0,col1
46,"Taipei, 1944"
47,"Saipan, 1944"
48,"Guam, As Sombreru Pillboxes, 1944"
49,"Palau minor islands, Yap and Fais Island, May 1944"
50,Woleai
51,"Chuuk Lagoon, Mortlock Islands"
52,"Ponape Island, May 1944"
53,Palau Islands
54,"Leyte, 1944, 14th Area Army"
55,"Leyte, 1944, 14th Area Army"
56,"Borneo, 1944"
57,"Jolo, 1944 IJA Transport MEXICO MARU: Tabular Record of Movement"
58,"Luzon, 1944, 14th area army"
59,"Okinawa, 1945"
60,"Mudanjiang, August 1944 - Miyako-jima, September 1944 60th Independent Mixed Brigade (Koma)"
61,"China, 1944 - Taiwan, August 1944 KENJO MARU Tabular Record of Movement  - Luzon, 1944, 14th Area Army - July 1945, Babuyan Islands, 10th Area Army 61st Independent Mixed Brigade (Yoroi)"
62,"Fuzhou, 1944 RISING STORM - THE IMPERIAL JAPANESE NAVY AND CHINA 1931-1941"
64,"Yamaguchi, 1944 - Amami Ōshima, 1945 64th Independent Mixed Brigade (Tama)"
65,"Hiroshima, 1941 - Guadalcanal, 1942 - Rabaul, 1944 65th Independent Mixed Brigade (Natsu)"
66,"1945, 6th army - August 1945, Nii-jima, 12th Area Army"
67,"August 1945, Hachijō-jima, 12th Area Army"
68,"Keelung, July 1944 - Leyte, December 1944 68th Independent Mixed Brigade (Hoshi)"
69,"Hokkaido, 1945"
70,"Saigon, December 1944 - Malaysia, 1945, 29th Army 70th Independent Mixed Brigade (Kakan)"
71,"Kota Kinabalu, May 1944 - Kuching, February 1945 71st Independent Mixed Brigade (Kanto)"
72,"Thanbyuzayat, 1944 72nd Independent Mixed Brigade (Kantetsu)"
73,"Sunwu County, October 1944"
75,"Hengchun, 26 October 1944 Japanese Forces Formosa 1 January 1945 IJN Subchaser CH-38:Tabular Record of Movement  - Penghu, January 1945, 40th army - Hsinchu, June 1945 75th Independent Mixed Brigade (Kyo)"
76,"Keelung, January 1945, 10th Area Army 76th Independent Mixed Brigade (Tsu)"
77,"Taiwan, 1944"
78,"Jiamusi, July 1945"
79,"Mudanjiang, March 1945, 3rd Area Army 79th Independent Mixed Brigade (Jobu)"
80,"Hailar, April 1945 - Jalainur, August 1945, 4th Army 80th Independent Mixed Brigade (Eihou/Hikari)"
81,"Xiangtan, March 1945, 20th Army 81st Independent Mixed Brigade (Shikyo)"
82,"Zhuzhou, March 1945, 20th Army 82nd Independent Mixed Brigade (Shiretsu)"
83,"Hankou, March 1945, 6th Area Army 83rd Independent Mixed Brigade (Shimou)"
84,"Jiujiang, March 1945, 6th Area Army 84th Independent Mixed Brigade (Shiyu)"
85,"Yingcheng, March 1945, 6th Area Army 85th Independent Mixed Brigade (Shiketsu)"
86,"Xiangxi, April 1945, 20th Army 86th Independent Mixed Brigade (Shusou)"
87,"Hengyang, April 1945, 20th Army 87th Independent Mixed Brigade (Shindo)"
88,"Guangxi, April 1945, 11th Army 88th Independent Mixed Brigade (Chuten)"
89,"Jinhua, August 1944 - Fenghua, August 1945, 6th Army"
90,"Yangzhou, February 1945, 10th army 90th Independent Mixed Brigade (Shinrai)  or 13th Army Japanese China Expeditionary Army Forces in China Late April 1945"
91,"Ningbo, February 1944, 6th Army 91st Independent Mixed Brigade (Chiku)"
92,"Datong, February 1945, 13th Army - Xuzhou, August 1945 92nd Independent Mixed Brigade (Shiken)"
95,"Hachinohe, 1945, 50th Army"
96,"6 February 1945, Tokyo - August 1945, Tateyama, Army of Tokyo Bay"
97,"Fujieda, Shizuoka, 1945, 54th Army"
98,"Koyama, 1945, 57th Army"
100,"Kaohsiung, 1945, 10th Area Army 100th Independent Mixed Brigade (Banjaku)"
101,"Shibetsu, February 1945 - Hayakita, Hokkaido, 7 May 1945, 5th Area Army 101st Independent Mixed Brigade (Tatsu)"
102,"Hualien, February 1945, 10th Area Army 102nd Independent Mixed Brigade (Hachiman)"
103,"Kaohsiung, February 1945, 10th Area Army - Taipei, May 1945 103rd Independent Mixed Brigade (Hachiku)"
105,"Yangon, February 1945 105th Independent Mixed Brigade (Kan'i)"
107,"Gotō, Nagasaki, 1945, 16th Area Army"
108,"Jejudo, April 1945, 58th Army 108th Independent Mixed Brigade (Sui)"
109,"Tanegashima, 1945, 57th Army Japanese 16th Army Homeland Defense June-August 1945"
112,"Yilan, April 1945, 10th Area Army 112th Independent Mixed Brigade (Raijin)"
113,"Iwaki, 1945, 11th Area Army"
114,"23 May 1945, Nagano- August 1945, Yokosuka, Army of Tokyo Bay"
115,"Shibasaki, 1945, 51st Army"
116,"Hokota, 1945, 51st Army"
117,"Numazu, Shizuoka, 1945, 53rd Army"
118,"Saiki, Ōita, 1945, 16th Area Army"
119,"Shizuoka, Shizuoka, 1945, 54th Army"
120,"Shimizu, Shizuoka, 1945, 54th Army"
121,"Gobō, Wakayama, 1945, 15th Area Army - Tokushima, August 1945, 55th Army"
122,"Nagasaki, 1945, 16th Area Army"
123,"Gobō, Wakayama, 23 May 1945, 15th Area Army"
124,"Shimonoseki, 1945, 59th Army"
125,"Ibusuki, Kagoshima, May 1945, 40th Army"
126,"Amakusa, 1945, 16th Area Army"
127,"Busan, May 1945 - Ulsan, August 1945 127th Independent Mixed Brigade (Sodan)"
128,"north-east Halmahera, May 1945 128th Independent Mixed Brigade (Kai)"
129,"Urup, 1945 129th Independent Mixed Brigade (Takane)"
130,"Liaoning, July 1945, 3rd Area Army 130th Independent Mixed Brigade (Fun'yaku)"
131,"Harbin, July 1945, 4th army 131st Independent Mixed Brigade (Funshin)"
132,"Dongning, July 1945, 3rd Army 132nd Independent Mixed Brigade (Funsen)"
133,"Siping, July 1945, 34th Army 133rd Independent Mixed Brigade (Fukuju)"
134,"Jinzhou, July 1945, 3rd Area Army 134th Independent Mixed Brigade (Funrei)  - Linjiang, August 1945"
135,"Aihui, July 1945, 4th Army 135th Independent Mixed Brigade (Fukyu)"
136,"Nencheng, July 1945 - Qiqihar, August 1945, 4th Army 136th Independent Mixed Brigade (Fun'yaku)"
